Fold 5 Ep  40/60 | loss=0.092 | bal_acc=0.8577 f1=0.8655 auc=0.8965
Fold 5 Ep  41/60 | loss=0.084 | bal_acc=0.8715 f1=0.8693 auc=0.8944
Fold 5 Ep  42/60 | loss=0.087 | bal_acc=0.8715 f1=0.8693 auc=0.8924
Fold 5 Ep  43/60 | loss=0.094 | bal_acc=0.8678 f1=0.8663 auc=0.8944
Fold 5 Ep  44/60 | loss=0.086 | bal_acc=0.8678 f1=0.8663 auc=0.8942
Fold 5 Ep  45/60 | loss=0.089 | bal_acc=0.8678 f1=0.8663 auc=0.8960
Fold 5 Ep  46/60 | loss=0.089 | bal_acc=0.8715 f1=0.8693 auc=0.8941
Fold 5 Ep  47/60 | loss=0.081 | bal_acc=0.8678 f1=0.8663 auc=0.8942
Fold 5 Ep  48/60 | loss=0.080 | bal_acc=0.8678 f1=0.8663 auc=0.8940
Fold 5 Ep  49/60 | loss=0.086 | bal_acc=0.8678 f1=0.8663 auc=0.8960
Fold 5 Ep  50/60 | loss=0.091 | bal_acc=0.8678 f1=0.8663 auc=0.8960
Fold 5 Ep  51/60 | loss=0.093 | bal_acc=0.8678 f1=0.8663 auc=0.8940
Fold 5 Ep  52/60 | loss=0.087 | bal_acc=0.8678 f1=0.8663 auc=0.8943
Fold 5 Ep  53/60 | loss=0.088 | bal_acc=0.8678 f1=0.8663 auc=0.8944
Fold 5 Ep  54/60 | loss=0.091 | bal_acc=0.8678 f1=0.8663 auc=0.8935
Fold 5 Ep  55/60 | loss=0.087 | bal_acc=0.8678 f1=0.8663 auc=0.8943
Fold 5 Ep  56/60 | loss=0.086 | bal_acc=0.8678 f1=0.8663 auc=0.8943
Fold 5 Ep  57/60 | loss=0.090 | bal_acc=0.8678 f1=0.8663 auc=0.8942
Fold 5 Ep  58/60 | loss=0.089 | bal_acc=0.8678 f1=0.8663 auc=0.8941
Fold 5 Ep  59/60 | loss=0.087 | bal_acc=0.8577 f1=0.8655 auc=0.8943
Fold 5 Ep  60/60 | loss=0.091 | bal_acc=0.8678 f1=0.8663 auc=0.8942

FINAL: 88.6% ± 0.9%  F1=0.883  AUC=0.908
